labels,tweets
4,@awesomepam  You're very welcome!
4,@Sammii_xxx Thank goodness for that! HUGS Just know I'm always here for you!! 
4,@backstreetboys keep it up boys 
4,Watched Stranger Than Fiction tonight and thought it was suhweeeet! 
4,"Is having another day in the office, but getting bennys bike at lunchtime "
4,"@MattMorimoto aww, how sad. I don't hate u matt. Even though u thought I did...lol "
4,loving the weather!!! 
4,@cassjenkins Im enjoying 1 with Ty and welch right now  Do they have them there?!
4,@Mig177 what about me 
4,"@RoseLizenberg Hehehe, you do that "
4,"@cuppycakee i agree on the star trek movie, although ive never seen a single episode it looks epic!  also, goodnight! &lt;3"
4,@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it could you wish me luck &amp; pray for me please 
4,@stunninwmylove 562 262 1736  call meeee mikey wiznizzle.
4,@nhoustonreed Glad you had fun! Live music is the best. I bet it was nice to be out and about after working so hard on New Moon 
4,and her brother is ok now 
4,COFFEE! That's all I need now. 
4,Can't sleep but i'll try to. G'night. 
4,ahh no work today. sick. but no work to get me more down. 
4,Just created a neologism: &quot;Nattitude&quot; when someone has a totally negative attitude to something 
4,@styler Surely you see the Craft opportunity for re-usable shopping bags! 
4,"@ebeeta Oh well. It was too sudden. Next time, it'll be special "
4,"@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it, could you wish me luck &amp; pray for me please "
4,Rocking out to Kings of Leon 
4,"@DustinDK cool, would be good to watch in from here in the UK "
4,"just downloaded some fun new stuff for my ipod, yay. now it's sleep time. "
4,Relaxing after a non-stop afternoon with idiots &amp; frustration.   Ahhh... it's nice to have some quiet... and my sanity back! 
4,"@oldsoulink  LOL darling you dream so much Im sure he will, we need to get him on twitter frist leave it to me "
4,"@JamesSchramko  thanks James.After learning some valuable lessons from you,I've grown my business.I recommended u  to most of my buddies."
4,straightforward = hugely long compound word that my mind has problems comprehending as one word 
4,@AubreyODay other celebs call their fans..including @day26 
4,@NickyDiamonds nice... I want one! 
4,"almost at 1,000 followers! @aplusk , here i come! lol "
4,"Jenny and Melai dropped by, so happy to see them again. "
4,@JakiCullen yay Desperate Housewives is back! And Brothers and Sisters! 
4,"@CynthiaClinton You'll learn to adjust soon enough to hi-freq sounds in your new hearing aids, like you pee'ing! "
4,New hurr thanks to catey  loves it.
4,"@niajayricana : Am all good, what's the latest? "
4,@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it could you wish me luck &amp; pray for me please 
4,he remembered.... i thought he didn't but he did.it kinda made my day... 
4,I‹¨«m in shared leadership in the Swedish cup after the first two races.. Now; Time to build my powertap wheel 
4,Night time. Today has been amazing. Beginning of a new chapter  @ The Dorm http://loopt.us/GWqK4g.t
4,@DanSiego Dan Siego you will be one of my best friends! For sure! 
4,Morning everybody. 
4,"@emilyosment09 once upon a dream, and i don't think about it are reaLLy great songs..  "
4,@Jezriyah Woo!    I hope you get plenty of enjoyment out of it!
4,just back from swimming. Ace start to the day. 
4,@lerouxbotha you made my day!! In my press in!!!!! 
4,@jonthanjay as much as i do! i always thought people would call me lame and stuff..and the climb...definately fits your situation! 
4,happy 4-20 everybody  haha
4,"@Gonk nevermind the form, you just want to see the content ;) bwhahaha,, ok, feeling suitably ill now "
4,"@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it, could you wish me luck &amp; pray for me please "
4,just removed expired offers from the weekend and lots more expected in during the day today - Chris 
4,"http://piurl.com/1XP2 : current location: K‹¨«ge, DK at the brewery "
4,"@laurzeh Hello Jiggle! We lost but it's ok, another one coming up this Saturday. 3:20 I think? Come out and watch if you can! "
4,Off to work it is once again... Today is going to be the start of a fun week! Two whole-day product trainings this week! 
4, not tonight
4,lol because I think Twitter is ridiculous...but I joined anyway...now gotta fold clothes and study 
4,"@HordersHelper Of course I have. Meals listed, ingredients bought. Meat marinating "
4,sleep is needed at this time! goodnight my three twitter followers haha 
4,"Love internet radio  can listen to anything, sometimes random Nena- 99 Red Ballons sky.fm"
4,@Kikiiii Hi Kim  I always see you on fbook but never get around to talking. How are you?? Are you still working with Prof Factor?
4,starting the day (at work) with a blinking globe in your screen is kinda weird 
4,had an interesting weekend o.O Just wish it was like one day longer!!! New Promo should be out by end today   
4,monday blues  back to work 2nite after having a lovely week off!!
4,IS SILLY!! 
4,@ijustine we so need so skype sometime 
4,@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it could you wish me luck &amp; pray for me please 
4,@sovisch Succes 
4,bom dia twitverse 
4,@DominicScott haha...are you going with your parents 
4,"4 days of non-spam in the spamfilter, great "
4,"@brob108  Woo! Good stuff guys, will pick up a copy today. "
4,"End of a busy weekend - work two jobs, grad school, single parent of a busy five year old who swims all day and then swims in her sleep! "
4,@shaneaddinall i love you mwamwamwa have a blessed day 
4,@ToriaThai  From my mom's to be my shirt  http://www.twitpic.com/3na4b if you wanna one. Send yr shirt pic and tell me what you wanna do.
4,@ramber1220 Yay! And classes will be winding down then to.  i am ready for summer.
4,Back to school. :/ I had a great weekend.  www.MxCarro.se
4,I could definitely get used to this whole &quot;in between jobs&quot; thing. Too bad it doesn't pay so well. 
4,@Heromancer niight 
4,"New boyfriend?! http://tinyurl.com/cbwqeq --He is still cute, even with a black eye! "
4,Made it from Vegas .. That drive wasn't as bad as I thought welp going to sleep love yu all twitterbugs! Muah xoxoxo 
4,"@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it, could you wish me luck &amp; pray for me please "
4,ah seth mcfarland... PLEASE come out as a pot smoking gay slut honey that ur. the last episode was over the pot! OH ... and be my daddy. 
4,"@dian_yach Friday, are you free?....Let's make another Blockhead party! "
4,@MaryPutty  never you hun 
4,Am early! Despite trains being their usual shambles! Tubes were fine though!! Waiting for agent to arrive and buy me coffee! 
4,"Drinking ice mocha vanilla at Coffee Club, Paragon wif my sis &amp; her baby boy Cayden... "
4,@DJEDSKI ur at a bar workin. i'm in a mental hospital workin. i know which 1 i'd rather be doing. clue - involves being nearer alcohol 
4,@JessicaSain Did you know that Kevin Rudd is actually following you as well? 
4,"@Niecey_C Agreed! Hang in there, only a few weeks to go until summer "
4,@KimSherrell Good Night!  LOL!
4,@knitta so no animal with him at all. Not even a small one? That's disappointing 
4,-*put me on deck; shawty I can be your skipper. 
4,"@theginfairy *grin* you, too! I thought we gave good panel. And at no time did it appear we might declare UnWar on anyone "
4,Wearing slippers to work today  LOL
4,@CSOTHACEO: You are now being followed by the lovely Me! 
4,Made this basket for a friend but I want to keep it now.   Love the color combo. I'll make her another one.  http://bit.ly/Sg3vw
4,omg finally on land!!! we're goin to the rosemount fashion festival and see how the set and everything is goin. the show is on the 27th. 
4,@Mimza lol dick.  omnom. HRMM. RINGING YOU IN THREE HOURS YOU SCARE ME D;
4,"freebirds with @justjeanny, @bestial &amp; kellyyy "
4,How we used to laugh  nice memories
4,Hi all tweets 
4,Btw i jsut hit my 1300 update 
4,Nishan had his 2 month immunisation today. He is doing fine now 
4,@marcedwards don't rain on my parade haha britney followed me 
4,supernaturall sooon 
4,"@MissPhotogenic Yes, I do practice  How long have you been practicing?"
4,@vpaquet Could you hook me up with a google voice account? (my twitter id) at gmail.com Pretty please? 
4,is reading angels and demons 
4,"had a really nice night last night.. love you babe!!! and is now at sophs,, i am alive soph hahaha!!!!! was really busy yday sorry!!!  xx"
4,just watched Step Brothers it was sooooo freakin funny it nearly made me pee my pants throughout the whole movie.Luvs it 
4,@bbyjenx did the bacon taste good? 
4,Goodnight. Snuggles and Spoons everyone! And sometimes Forks. But NEVER Sporks! OUCH!! 
4,Sleeping pills are kicking in ....so hope everyone has a great night!  Sweet Dreams 
4,@kristavee look what you've influenced me to do! this is all your influence! now lets find jesse! 
4,@Boogaloo1 morning  how's the cup of tea? x
4,liked LA so much this week that ended up visiting three times - individual trips! enough travel now for... few days 
4,@anniew glad you got to enjoy it you way in the end 
4,is in Oslo!! (last city of this journy  i will be back on 21th Apr.)
4,New post on my blog - good start 
4,Goodnight tweeterbugs!!  I'm going to sleep!! 
4,"Girl who says I say what, SAY WHAT? // N‹¨«ha m‹¨«g a Disney Channelnek is vannak kifejezetten j‹¨« pillanatai "
4,First Tweet of I Like Friends! Can't wait to see our fans grow &amp; can't wait to see their faces from stage.  
4,@tommcfly just wondering do u know if your gonna be perfroming @ the ms universe pageant this year? i hope so! 
4,"@ddlovato Hey Demi, have fun in Madrid! Hope you come to Australia soon.  xx"
4,@McCainBlogette hey you need to do a college tour... make sure to come to UC Davis 
4,@stasia19 wanna be a good friend &amp; translate or buy me a french translating book?  Hahaha
4,@whataboutherman im working on it.. 
4,watching hannah montana 
4,Still Eastre celebration  thinking to go to BBQ but the weather is cold 
4,I'm now a twitterer!  Will try to keep an open mind and learn what the point in all this is..... 
4,this would lookk good on my wall         http://www.glamourkills.com/design/1169/SkateboardDeckPackage
4,p.s. happy 4-20 even though i don't celebrate it 
4,@NewYork_Dreamer  Dont be stupid
4,"Smiling on Monday morning  Back to work now, lotta stuff to manage."
4,@dotmanish LOL. 
4,Well good night peeps   I will tweet ya in the morning ?
4,"@PursuitBrooke Are you more of a Summer person? I am loving the dull, cold weather  #centralcoastnsw"
4,PRSS chinese orchestra is gonna play in syf right now!  - http://tweet.sg
4,@work ... getting back to business 
4,Had a great day spoiling my guy rotten with cruises and things...happy bday! 
4,@TheNanny612 I hope you're feeling a lot better today Shana. Bless you. 
4,"Finally, TVUPlayer for mac is out and working  About bloody time I say. http://pages.tvunetworks.com/downloads/player.html"
4,@misterdevans got dif savored teas  but I'll go to a cafeteria in half an hour if I can't seem to wake up
4,"@QuadsZilla Certainly, I would dance in a grocery aisle. "
4,@industrybyrick  I'm glad to see more scene people getting involved! I will be back in the club scene in a few months
4,http://twitpic.com/3nail - Thank god for this stuff 
4,Becoming a twit it would seem 
4,I'm just giddy.  
4,@heidimontag is loving the new Heidi Montag song !!  !!! buy it! it worth it   ......thx heidi! keep doing your thing !
4,@MissBrynne hahahha oh brynne. i think you need to swing by the house tomorrow afternoon so i can see that niece of mine 
4,"@johnrobb77 mmm, an evening in manchester. i dont know if i can resist you "
4,"@PartyPleaser  Hope you do sthg with &quot;Silly really&quot; till Warsaw gig. If not, I'll be patient. After all I'll be on both Sthl shows  C'ya!"
4,@DrBaher How about you? 
4,finally finished! tired. phone then sleep! night twitter 
4,I MADE ICE TEA. 
4,@paintnothing is that a promise? 
4,just finished sound check for tonights performance at the ASTRA'S now heading to back to the dressing room to get glammed up 
4,"fuck you, fuck you very very much "
4,Going to sleep to my favorite song. Peacock tail- boards of canada. Good night everyone! 
4,@pob34 white hoodie for me then.lol 
4,@liormusic The website said they didn't have any last night 
4,@Damir not need to compare... Silverlight 3 is your man!! 
4,is wondering what the heck to do with this... and is craving chips and salsa.. mmm 
4,@ronny I prefer music on at all time 
4,"ok now for the good news...drugs will be oxycotin(hillbilly heroin), endone and/or morphine. Woohoo!! Bring it on tomorrow. "
4,Monday morning already. Busy weekend with the in-laws and birthday celebrations. im pooped. to old for partying! 
4,sleepy....nothing to do. wish can go back soon 
4,Joined twitter at last 
4,@realin wow! that's a very nice comment 
4,@perezhilton miss california is right. 
4,@justmeansCSR Thank you for following me: I really apprecaite it! Looking forward to your tweets! 
4,The stars look very pretty tonight. 
4,@paul_a_smith i adore Fringe too 
4,"@notytony that is not an idea, that is a twist... manoj n shyamamamalan "
4,GOT A NEW DRESS AND PINK NAILS. 
4,"@GeminiTwisted ha! yeah, that's true. but one brag a day is my limit   Oh  I wanted to ask about the cherry thing. is there a story there"
4,"@dani_noah yes, you are included in there.. "
4,I just love the rain. It cools everything down and it gives out a sad romantic vibe.  
4,@johnthehooker I hung out with some friends..what did u do this weekend cutie? Hope u have a good day ahead...Michael 
4,"@brokep well, u can't follow everyone who supports TPB. That would be half Twitter. lmoa. "
4,Minilyrics plug-in for winamp is so cool.  http://plurk.com/p/p4diu
4,@terriannmurphy loves @aplusk... just a little 
4,It's past midnight and it's still 75 degrees outside 
4,@KourtneyKardash omg is this really kourtney kardashian ?! i love you and your sisters !! you guys are so gorgeous 
4,yayy no work tomorrow 
4,sooo windy in CT... no other place quite like Sinns to enjoy a fine meal away from the cold wind! 
4,@GTChappell i thought twitter was beneath you  you clown
4,Learning Papervision3D... 
4,gonna watch gataca after i make some finishhing touches on my espan proyecto 
4,"finally i got the hang of this website, its amazing "
4,@xamiex That is the question women have been asking since the dawn of time. Good one! 
4,@mscarlamaria hahaha i just twittered my friend a message to you baby! Ahahaha. Cheese fries up in dis!  xo
4,@scottmckeon you're welcome; you're brilliant 
4,Happy Birthday to @Laxenia! Have a great day 
4,@yummilysweet tweet it! 
4,@torifly good night 
4,@radiostarelle i have! we've talked and we're cool #herebeforeoprah #herebeforeaplusk imitation = sincerest form of flattery n' all 
4,Bed time!!! Sweet Dreams 
4,"@setmajer i kinda wish you looked like that normally, actually. apart from the wack expression. the eyes are fucking COOL. "
4,@perezhilton Fuck religion. The Only religion there should be is HUMANS LOVING HUMANS.  love you. 
4,Is sayin just in case u still cared I dont hate you  &lt;3
4,"Got to stay in bed til 8 o'clock this morning! Thank you lovely baby! Mmmmmm, sleep "
4,"@childrensjewell Short answer: Yup definitely, longer answer, make sure all hits end up on same &quot;domain&quot; (google: 302 redirect) "
4,@DD32 nice work on the new WP_Upgrader class. still trying to wrap my head around it 
4,@JaoGirl heyyah.. what'cha doin'?  xoxo
4,@AubreyODay I love you so much! and I'm gonna keep twittering until I get a reply.. lalala 
4,@websinthe Ta. 
4,"@jorojoserojas Yeah I do, but I haven't fired up my PS2 since 2006. I may soon, though. "
4,@SurfnStacey http://twitpic.com/3kmca - that's why it's fun to play the &quot;how many people can i get to honk at me&quot; game. 
4,this lady is my favorite!!! this is gonna have to be my song of the week  http://tinyurl.com/9keg76
4,got curtsied this morning and am still drooling over Surya ... life is just swell!!! 
4,"@Olijah_Angel chewing gum in my fur and melted chocolate over my bum, you are one sick and dementedstalkarrazzi kind of famination Lady O "
4,@bricksofwine  Only on Sunday's. 
4,"@mikewat sorry to hear that. Go lift some weights, that usually helps getting aggressions out "
4,@jennberman lol aw but then it'd be gay pron 
4,@murnahan hello I'm new to this 
4,@MCHammer follow me back please Hammer!! 
4,i have twilight 
4,music songs singing playing running writing practicing rocking shredding chatting strumming snapping eating crushing sleeping...again 
4,"I FOUND 3 KITTENS! and they're not scared of me anymore  I fed them chicken bones, cheese and milk...they're officially spoiled!!!!!!!!"
4,"1) Is realllllllly tired. 2) Has a little tummyache? :/ 3) Wish Mathias would wake the fuck up xD 4) Happy four month, babe, love you "
4,checking out Twitter for the first time 
4,"right, 4 days of work and then weekend again "
4,I am glad to hear my evaluation results 
4,@highdigi Facebook?? I'll reativate my old account for the twitter peeps 
4,"@electromarkie Thanks!  But I'm telling you, it's quite boring at the publishing. Not much to do (which is great at the same time). Haha!"
4,"60 days, 6 hrs, 45 mins until our LA flight "
4,@ariherzog Well I was named after my grandmother not the organization 
4,@atavistian we should talk on some messenger or email sometime... 
4,@kc8584 Good enough reason to fly with Jetstar   If they go where you want and the price is good.
4,"@Aly3s0n5 haha I actually just hate relationships because they turn people into raving mongrels, and i don't want that to happen to me... "
4,Nothing Better than watching Myth Busters Late night and doing so Art Work.. 
4,"finally i got the hang of this website, its amazing "
4,you give me butterflies 
4,"@jenavevejolie test 3, your twitter works "
4,"@fastfoodlover Maybe so. It's my closest burger joint, just five minutes away. "
4,"hello @davepenny47!  Love '47' in your nick, so totally French to mention departements, means you've actually been here for long... "
4,@perezhilton im about to go grab a book for the next flight... whats the one you recommended? 
4,Goodmorning 
4,@aplusk You're well on your way to 2 million.  Way to exceed your goals and challenges!
4,@katofawesome sadness! I hope you have a lovely day anyway 
4,"@tarasis I was waaayyy too intoxicated to complain  Also, I took quite a while to get ready every morning. Also, Red Bull "
4,"@simonalison yes please! black, no sugar, splash of cream please   VERY late night for some. I gave up early, bug eyed from too much PS3"
4,@vickysita Thanks for helping me 
4,@Mike_Adam Hey hooch!  Welcome to the Twitterverse 
4,"@jeanettejoy If it's important, it'll come around again. "
4,"Wow,  http://tr.im/jd0m an amazing video of almost 2 minutes! Great message "
4,starting the week writing a creative brief in the sunshine with a bit of lady ga ga. its a good monday morning 
4,http://twitpic.com/3nan0 - The cure is doing a 2.5 he set and we keep getting closer and closer 
4,"An Hour until work, i guess thats enough time for some Fallout 3 lovin' "
4,watching bold and the beautiful? waiting for mashed potato and peas with once again.. cassandra 
4,@Adrienne_Bailon LOL...seems like your having so much fun!!! 
4,@TiaBabby me too 
4,@libationblog will do! 
4,@ZRM_25 Have a nifty night!  Get that full 5 hours worth of sleep! 
4,daniel radcliffe is ulgy  emma watson is alright + rupert grint ... i thought you were dead D: nah im joking ily
4,@billbeckett The only thing better than that would be video footage of it for all of us to see 
4,playing with TweetDeck  // Geez... whatta dreams... *inlove*
4,@sillycows Wow. What a really encouraging reply! 
4,Ate our first strawberry from the garden!  It was tiny &amp; perfect &amp; delicious!  I can't wait to start harvesting more fruit.  
4,http://tinyurl.com/d7r2ue sign up now 
4,debian lenny + git + gitosis + nvidia 180.44 drivers. it's awesome. 
4,"Morning tweeters, hope all is well in your corner of the world.  Its bright, sunny, warm and gorgeous today, can't wait to get started "
4,"@SpongegirlCS Heh, how did you know that's why I was so happy? Hopefully I'll be happy again shortly. "
4,blockbuster didn't have psych (sadness) but I did get first 2 seasons of arrested development! so yay 
4,me and alex are listening to the hannah montana soundtrack!  ha
4,my working day has not started but I know already it will be rubbish! At least I can escape to the park at lunch!! 
4,@poohsuke It's still early spring time here &amp; nights are cold.  Low of 35F but a High of 63F forecast today.  I need more heat 
4,i am cold. and listening to short stack  haha
4,Tweetie today!  @atebits
4,Back home to London tonight for a week though! 
4,@mishymooo @mishymooo awww that's sweet. 
4,Never underestimate the predictability of stupidity  -- Snatch
4,http://tinyurl.com/d7r2ue sign up now 
4,@brinknotes what do you use to record podcasts?   thanks.
4,@MrBenzedrine how about you give me your opinion on the correct Lake Effect Kid lyrics?  all the lyrics sites have different lyrics and im
4,My hot tub is broken so im taking a nice scented soothing bath 
4,@martingoode haha - who have you been talking to about me and what have they told you? lol It's all lies! 
4,I love the Office 
4,love this f'n show. plus got a good beer buzz thanks to brennan's...thank you birthday jesus 
4,"@BW101 it was end of nov/start dec when R:A came up, I think.. coz I got my bundle just before christmas "
4," @khead I'll tell ya, grocery store. It was better when you blasted the oldies. Sugar Ray does not make me.. http://tr.im/jd0y"
4,laughs off reading tina's entrie. 
4,@budkennedy El Chile was great! Tried the &quot;Iron Cactus&quot; downtown. It was a lunch buffet. Almost $15 dollars a person!? well it was good 
4,@babyGotham hi (: you're coming back tomorrow 
4,"@JeffSavageMusic: &quot;Goat tatoos on a hairy butt brighten everyone's day.&quot;  THE quote of the night, LOL!  Our evening brightened @aimoore "
4,Okay... I am outta here!  Finally getting out of the house!  
4,happy 4/20 everyone 
4,@aghman I can give you lot of suggestions about swearing!! eheh! 
4,@itaymar welcome! 
4,@Shirumi sister! your oningiri is hontou ni oishi desu! arigatou  hehe!
4,"@ylab we love you loving your job ;-) Just don't forget to have some fun &amp; relaxation, too "
4,On the phone with Joshua and then most likely bed time. Goodnight everyone 
4,"@chelsea_playboy DAMN!! that would suck, you would of had so much fun aye "
4,zzz night kids - have a great week 
4,@audrey_jean whaaaaat? hopevale?! tell me goss! and good luck with your report!! i just have to edit my essay and i'm done 
4,@emilygrace_bhb omg...itz like the funniest vid ever...seen it so many times already and still makes me laugh really hard...i'm lovin' it 
4,"havent been around to tweet lately... nways, its another rainy day for me, i just hope i wont get wet on my way home later hehe "
4,What a day! Sunny start at work! 
4,"@andrewfaith take me , i m free "
4,@melaniengzuer haha yeah I'm using tweetdeck at home  too bad I can't use 2 account at the same time
4,Our very un-pink sleepsacks on a very pink blog: http://tinyurl.com/cv63y8 
4,Sleep with Ania and Rascal.  zzzzzzzzz
4,@Princeofpistols grinding man...styling is going great..truly Blessed 
4,"@floppyarms last time I got he bus from Shep Bush to mine, about half 12, I didn't get in till 4. So no, I don't do busses "
4,"@PoisonIvy69 Yeah, i'm real good thx "
4,@aritra_m Here's my rating list to aid you  The 9 and 10 rated are best recommendations.
4,@SUMMER.. COME FAAAASTER!! klsdjflkdsjfkld; i cant wait until im done with school.. 
4,too much excitement for one day... going to eat mexican 
4,Still blogging. Just in case you all wanted an update. 
4,Njoying vanilla coffee and being happy again 
4,"@missmiao gorgeous, me heart u. and i wudnt mind being ur driver cuz i 'lap' you..  hv a good week ahead!"
4,wish she was sleeping with me 
4,@epyon_avenger and I'm assuming I need to wait for you to be here for flower and SPF II. I'm cool with that  have a good night.
4,@Coodieranks THANKS  NITE NITE
4,goodnight 
4,"@Adrienne_Bailon yay! Check out @djbabyyu....i'm sure u already know, but he's the sheeit! Xoxo Lowe www.cocoandlowe.com "
4,"@nicolerichie this is kinda random Nicole, but I was wondering when do you plan on having your album released? me and others can't wait!! "
4,@makavy  No
4,"@DivasMistress Yeah, I know.  I love to help people and I get a little excited about it.    Sorry."
4,@_maisy lmao!! your fun to confuse!! 
4,@jimjonescapo i sure did darling. Blessings be upon you tweet jones 
4,@tommcfly Back to the future!!  And have a great tour! Shame I can't come see you. 
4,@terrilynnh Thankyou 
4,@luckigrrl cool @SayTweet badge 
4,@ronanofficial well feel free to follow me and I'll explain it 
4,@justroxonmute lol hey there yeah i'm feeling slightly better thanks 
4,@mrszbrittany WHAT UP!? HEYYY iM GETTiN A LAPTOP!!! 
4,@iwillmakeulook they said i had a 1trillion dollar bar tab... i couldnt argue. i had fun. good to see you..  queen city ftw!!!!!!!
4,"every muscle in my body is sore from weights which is great,but i have some damn middle ear problem! whinge whinge haha "
4,my tweetdeck is pink and purple! 
4,Just ate dinner! Yummmmmm stir fry! 
4,"@cvegas when i was watching the photography, it totally reminded me of your pops....a man of great honor "
4,Glad for another week 
4,@CaliCG hehe thats ok...glad u had a ball! 
4,Waiting for a new T.V 
4,"@Frankus80 oh man, I so want to watch that. Marisa Tomei "
4,@HOMELESSCRISIS Thank you for your support! I appreciate it! 
4,@amp451 Good morning from this side of the pond! Thanks for following 
4,is going out for dinner tonight 
4,"Long good night, God was there and I feel like we all walked away with Him smiling down on our feeble efforts.  excited to be used agian."
4,@lislBR on my way!  x
4,At dads changing my twitter password because i forgot it  all i ahve to do now is get my self a profile picture!
4,Casino for my hour lunch 
4,First peice of dairy milk of the day 
4,Back to work after nice weekend. Hey ho! Lovely sunny morning though. 
4,Now am taking a rest 
4,@FreekitTweekit goodnight sis 
4,"@andrewfaith pick me, i m free of charge "
4,true story....lol 
4,"@tommcfly What about The Dark Knight for some action, and Pearl Harbor for some romance? "
4,At school getting ready for at presentation 
4,@tommcfly ME!!!! please 
4,@SpicyBev and my bird is a crazy one lol i let her free 2 times a day and she enjoys it a lot! and flies back in her cage alone 
4,@pob34 ok then.dont forget dog food if u can. 
4,When the Sun shines in this country everyone feels and acts 100 times happier! It is amazing the transformation! 
4,@SamJagger Dead Like Me is a great show  2nd season loses it's charm a bit and avoid the movie at all costs!
4,"@damana He he, thought so but worth a try anyway "
4,Advent Children Complete ud beres!! Skarang nungguin english subs ny deh 
4,"By @lohsie #GOMC is over - aroung 1,5k extra clicks for @cookelani in 3 weeks - dont know if it's really good, but should be alright   ..."
4,@serengetisunset Of course. I'll be going where ever the group goes 
4,@kiloko_ NOOO because facebook has all those apps and notifs that bother the life out of me. myspace&gt;facebook 
4,@aritra_mHere's my rating list to aid you  The 9 and 10 rated are best recommendations. http://tinyurl.com/d32nwp
4,good morning/night everyone 
4,"@tinnywonks April 20 &quot;has long been an unofficial day of celebration for marijuana fans.&quot; Hence, Happy 420! Thanks to the New York Times. "
4,loves catching the train with friends  time goes so much faster.
4,is so proud of everyone involved in the NWFASA Conference.. and thinks our Showcase was one of the best ones.  No bias.    Great job!
4,@tommcfly somthing funny! comedy is always a good thing when on tour 
4,@DianaRusso  Be back soon I have dinner on table right now. Leah sent e-mail for me. Will sort it out soon lol 
4,@tommcfly one tree hill seasons  (if you watch it that is lol)....have an awesome time on tour and i will see you in portsmouth  xx
4,SharePoint - ??? ????? ? ??????  #remixru
4,got black skinny jeans XD    now am watching twilightt 
4,@misscourtney13 cute new userpic! 
4,@dicesix owh.. maybe sudden  change of weather all the time huh?..its raining here..and i enjoy it! 
4,"@shaundiviney Do you have facebook, cause there is someone with your photo and it says Shaun Diviney, it it yours? Please say "
4,"@Brodhe Even better, lunchtime nachos  Was worth it."
4,"Yay! New episodes of Desp. housewives, Brothers and Sisters and In plain sight! "
4,@podblack I'm glad he seamlessly worked that into the conversation. 
4,@3dnatee please don't tease the people like that... u know they were probably drooling all over ur videos... 
4,how soon they forget 
4,"@AmyNicolee Yay! You got twitter!!! You've come over to the dark side...thankfully it's rather sunny, lol!  It's addicting though, huh? &lt;3"
4,watching larry king about twittering...still dont fucking get it 
4,"@luishandshake the secret handshake's new album is siiiick. 'saturday' is everything that this winter outside, is not "
4,@quinnifer_ hahaha. well you're welcome m'dear  I don't even need new jeans!! but mum insists on &quot;new winter pants&quot;
4,@anthonylewry haha i know. thanks for the tips and advice and thangs  i appreciate that. im alright just having the late night blahs haha
4,My place for 5 weeeks in June  http://twitpic.com/3budf
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,I had a lovely birthday 
4,@dgstl SHOUT OUT to you! 
4,"Just woke up, going through to town later for some lunch - but for now I think I will get up and get a shower "
4,@laineydonnelly have fun with the vintage dresses..  x
4,@curiouscow its 1 now 
4,@iMatty old fart! 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,"@tommcfly die hard! or transformers.. omigosh ur tour starts tomorrow, not that im gona be there.. stupid kilometres! anyway have fun! "
4,one more little step before i can apply to unemployment benefits 
4,@tommcfly Flight of the Conchords 
4,@DanaW915 WOW!!! Just got your msg ... What will you spend that $ on?? Fun stuff ... Or bills? 
4,@scarydan awesome! congrats on your win 
4,@Adam16bit Strong Bad? I think I will! 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,fun bday weekend. going to sleep. gnite 
4,in der uni. hope that internet-connection won‹¨«t break down so I can watch Germanys next topmodel 
4,Waiting for tweetie 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,@ThankTank U R Welcome! 
4,A busy day ahead.. 
4,morning all. lovely sunny day in London.  got a good feeling about this week  enjoy your days
4,@lolomani1 hehehe happy 420. so am I gonna see u tmw? grand daddy then cupcake mission 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,man isn't it fun to watch food being tortured!  http://tinyurl.com/cjo4oa so cool!
4,"Sunburned from shooting an all day shoot for Endeverafter's music vid, bought mucho Aloe! Tomorrow NAB and doing a class with Victor Milt "
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,"getting headache from thinking up a semanticly correct classname. bugger, using class=&quot;describehowitlooks&quot; is much easier than &quot;whatitis&quot; "
4,@MrNegMrPos We wish you welcome! See you next year. 
4,New fresh week! Good weather and ready to take off! 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,"man, i need some stress to work good  i can see the difference now the deadline is comming "
4,just wrote the most mind blowing paper for my Buddhism class... in 20 minutes no less.. 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,Back at school today. . . Atleast the sun's shining. 
4,Lol goodnight twitter buddy!  Occhi
4,@aplusk yea dont let the jackasses on here get to you. i think what you did was a good thing and it was for a good cause. 
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
4,listening to charice 
4,@jolienguyen body heats back up after the cooling creme wears off. so avoid store bought ish!!  hope you feel better
4,Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
